timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-08-21T19:52:42,nqueens,459084d2-3b70-4afc-b21f-80133daecd3a,318.8945909999893,0.0001504995324021,4.719413143077025e-07,1.5122000000000002,0.0113999999999999,3.0,0.0004137831396512,3.511859048169054e-07,0.0002193105410082,0.0006334448665643,United Kingdom,GBR,,,,macOS-14.6.1-arm64-arm-64bit,3.12.4,2.6.0,8,Apple M1,1,Apple M1,,,8.0,machine,N,1.0
2024-08-21T20:02:41,nqueens,7da46f43-3e4f-42e1-a48e-b64cb5cb3c5c,597.5721744580078,0.0002797434852044,4.681333856586443e-07,0.052,0.0098,3.0,0.0007634165956709,4.474630549714922e-07,0.0004135620224665,0.0011774260811924,United Kingdom,GBR,,,,macOS-14.6.1-arm64-arm-64bit,3.12.4,2.6.0,8,Apple M1,1,Apple M1,,,8.0,machine,N,1.0
2024-08-21T20:24:32,nqueens,0df9a25d-748b-4b12-81db-385c881d2adb,1310.498168207996,0.0006222125510904,4.747908590679728e-07,0.1495,0.0,3.0,0.0017213954916554,1.337529008165697e-06,0.0008961279160399,0.0026188609367036,United Kingdom,GBR,,,,macOS-14.6.1-arm64-arm-64bit,3.12.4,2.6.0,8,Apple M1,1,Apple M1,,,8.0,machine,N,1.0
2024-08-21T20:52:18,nqueens,f0092105-ddf0-49a3-806b-9affafe036f4,936.8279134999902,0.00044364196078210024,4.735575812687448e-07,0.12250000000000003,0.0036,3.0,0.00122982301567778,4.5449905987451115e-07,0.0006369889024032938,0.0018672664171409462,United Kingdom,GBR,,,,macOS-14.6.1-arm64-arm-64bit,3.12.4,2.6.0,8,Apple M1,1,Apple M1,,,8.0,machine,N,1.0
